PMID,CONSORT_item,is_reported
12006958,8a,Y
12006958,8b,N
12006958,9,N
12006958,10,N
12006958,11a,Y
12006958,11b,N
12006958,12a,Y
12006958,12b,N
12007554,3a,N
12007554,3b,N
12007554,4a,N
12007554,4b,N
12007554,5,Y
12007554,6a,Y
12007554,6b,N
12007554,7a,N
12007554,7b,N
12007554,8a,N
12007554,8b,N
12007554,9,N
12007554,10,N
12007554,11a,Y
12007554,11b,N
12007554,12a,Y
12007554,12b,Y
12007591,3a,N
12007591,3b,N
12007591,4a,Y
12007591,4b,N
12007591,5,Y
12007591,6a,Y
12007591,6b,N
12007591,7a,N
12007591,7b,N
12007591,8a,N
12007591,8b,N
12007591,9,N
